id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
601,BPL-2025,Rangpur,15-07-2010,Dhaka Dominators,Rangpur Riders,Rangpur Riders,bat,normal,0,Rangpur Riders,99,0,Mohammad Nabi,Rangpur Cricket Garden,Mahfuzur Rahman,Masudur Rahman
602,BPL-2025,Rangpur,09-12-2010,Comilla Victorians,Sylhet Strikers,Sylhet Strikers,field,normal,0,Comilla Victorians,84,0,Mohammad Mithun,Rangpur Cricket Garden,Mahfuzur Rahman,Masudur Rahman
603,BPL-2025,Khulna,06-04-2010,Rajshahi Kings,Dhaka Dominators,Rajshahi Kings,bat,normal,0,Dhaka Dominators,22,0,Mahmudullah,Sheikh Abu Naser Stadium,Mahfuzur Rahman,Sharfuddoula
604,BPL-2025,Barishal,14-06-2010,Khulna Tigers,Dhaka Dominators,Khulna Tigers,bat,normal,0,Khulna Tigers,10,0,Tamim Iqbal,Barishal Divisional Stadium,Mahfuzur Rahman,Gazi Sohel
605,BPL-2025,Chattogram,09-10-2010,Rangpur Riders,Comilla Victorians,Rangpur Riders,bat,normal,0,Rangpur Riders,0,3,Benny Howell,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Mahfuzur Rahman
606,BPL-2025,Chattogram,13-05-2010,Rajshahi Kings,Rangpur Riders,Rangpur Riders,bat,normal,0,Rajshahi Kings,0,10,Shoaib Malik,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Mahfuzur Rahman
607,BPL-2025,Chattogram,19-08-2010,Khulna Tigers,Rajshahi Kings,Khulna Tigers,bat,normal,0,Khulna Tigers,26,0,Yasir Ali,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Sharfuddoula
608,BPL-2025,Barishal,19-01-2010,Comilla Victorians,Rangpur Riders,Rangpur Riders,bat,normal,0,Comilla Victorians,13,0,Imrul Kayes,Barishal Divisional Stadium,Tanvir Ahmed,Masudur Rahman
609,BPL-2025,Dhaka,10-01-2010,Rangpur Riders,Barishal Bulls,Barishal Bulls,bat,normal,0,Barishal Bulls,0,10,Benny Howell,Shere Bangla National Stadium,Sharfuddoula,Tanvir Ahmed
610,BPL-2025,Chattogram,26-07-2010,Comilla Victorians,Rangpur Riders,Comilla Victorians,field,normal,0,Comilla Victorians,0,10,Shoaib Malik,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Gazi Sohel
611,BPL-2025,Sylhet,20-08-2010,Comilla Victorians,Rangpur Riders,Rangpur Riders,bat,normal,0,Comilla Victorians,63,0,Imrul Kayes,Sylhet International Cricket Stadium,Mahfuzur Rahman,Gazi Sohel
612,BPL-2025,Rangpur,03-06-2010,Sylhet Strikers,Khulna Tigers,Sylhet Strikers,bat,normal,0,Sylhet Strikers,58,0,Shahid Afridi,Rangpur Cricket Garden,Sharfuddoula,Masudur Rahman
613,BPL-2025,Rangpur,12-12-2010,Comilla Victorians,Chattogram Challengers,Chattogram Challengers,field,normal,0,Chattogram Challengers,7,0,Afif Hossain,Rangpur Cricket Garden,Tanvir Ahmed,Sharfuddoula
614,BPL-2025,Dhaka,12-02-2010,Khulna Tigers,Rangpur Riders,Rangpur Riders,field,normal,0,Rangpur Riders,27,0,Yasir Ali,Shere Bangla National Stadium,Gazi Sohel,Sharfuddoula
615,BPL-2025,Chattogram,20-05-2010,Barishal Bulls,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,9,0,Litton Das,Zahur Ahmed Chowdhury Stadium,Sharfuddoula,Gazi Sohel
616,BPL-2025,Chattogram,08-02-2010,Barishal Bulls,Chattogram Challengers,Barishal Bulls,bat,normal,0,Chattogram Challengers,39,0,David Miller,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Tanvir Ahmed
617,BPL-2025,Barishal,14-01-2010,Rangpur Riders,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,81,0,Imrul Kayes,Barishal Divisional Stadium,Sharfuddoula,Masudur Rahman
618,BPL-2025,Barishal,21-07-2010,Rajshahi Kings,Dhaka Dominators,Rajshahi Kings,field,normal,0,Dhaka Dominators,48,0,Mushfiqur Rahim,Barishal Divisional Stadium,Gazi Sohel,Masudur Rahman
619,BPL-2025,Barishal,29-03-2010,Rajshahi Kings,Khulna Tigers,Khulna Tigers,bat,normal,0,Rajshahi Kings,1,0,Soumya Sarkar,Barishal Divisional Stadium,Tanvir Ahmed,Masudur Rahman
620,BPL-2025,Chattogram,01-07-2010,Barishal Bulls,Rangpur Riders,Rangpur Riders,bat,normal,0,Rangpur Riders,42,0,Shamsur Rahman,Zahur Ahmed Chowdhury Stadium,Mahfuzur Rahman,Gazi Sohel
621,BPL-2025,Khulna,23-07-2010,Dhaka Dominators,Comilla Victorians,Comilla Victorians,field,normal,0,Comilla Victorians,3,0,Mushfiqur Rahim,Sheikh Abu Naser Stadium,Masudur Rahman,Mahfuzur Rahman
622,BPL-2025,Dhaka,10-03-2010,Comilla Victorians,Chattogram Challengers,Comilla Victorians,field,normal,0,Chattogram Challengers,88,0,Chris Gayle,Shere Bangla National Stadium,Masudur Rahman,Mahfuzur Rahman
623,BPL-2025,Barishal,28-03-2010,Sylhet Strikers,Rangpur Riders,Rangpur Riders,field,normal,0,Rangpur Riders,0,10,Shoaib Malik,Barishal Divisional Stadium,Mahfuzur Rahman,Gazi Sohel
624,BPL-2025,Sylhet,10-11-2010,Sylhet Strikers,Dhaka Dominators,Dhaka Dominators,field,normal,0,Dhaka Dominators,0,2,Najmul Hossain Shanto,Sylhet International Cricket Stadium,Tanvir Ahmed,Masudur Rahman
625,BPL-2025,Rangpur,12-06-2010,Khulna Tigers,Rangpur Riders,Khulna Tigers,bat,normal,0,Khulna Tigers,0,6,Andre Russell,Rangpur Cricket Garden,Gazi Sohel,Tanvir Ahmed
626,BPL-2025,Barishal,25-09-2010,Rajshahi Kings,Chattogram Challengers,Chattogram Challengers,bat,normal,0,Chattogram Challengers,22,0,Mehidy Hasan,Barishal Divisional Stadium,Sharfuddoula,Masudur Rahman
627,BPL-2025,Chattogram,07-03-2010,Khulna Tigers,Barishal Bulls,Barishal Bulls,field,normal,0,Barishal Bulls,0,6,David Miller,Zahur Ahmed Chowdhury Stadium,Tanvir Ahmed,Mahfuzur Rahman
628,BPL-2025,Khulna,15-10-2010,Rajshahi Kings,Rangpur Riders,Rajshahi Kings,field,normal,0,Rajshahi Kings,0,9,Shoaib Malik,Sheikh Abu Naser Stadium,Sharfuddoula,Mahfuzur Rahman
629,BPL-2025,Chattogram,02-04-2010,Barishal Bulls,Comilla Victorians,Barishal Bulls,bat,normal,0,Comilla Victorians,0,1,Dwayne Bravo,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,Sharfuddoula
630,BPL-2025,Barishal,17-07-2010,Rajshahi Kings,Chattogram Challengers,Rajshahi Kings,field,normal,0,Rajshahi Kings,0,1,Chris Gayle,Barishal Divisional Stadium,Tanvir Ahmed,Gazi Sohel
631,BPL-2025,Barishal,29-05-2010,Barishal Bulls,Rangpur Riders,Barishal Bulls,field,normal,0,Barishal Bulls,0,10,Shamsur Rahman,Barishal Divisional Stadium,Gazi Sohel,Tanvir Ahmed
632,BPL-2025,Khulna,07-12-2010,Chattogram Challengers,Barishal Bulls,Barishal Bulls,bat,normal,0,Barishal Bulls,97,0,David Miller,Sheikh Abu Naser Stadium,Sharfuddoula,Masudur Rahman
633,BPL-2025,Chattogram,20-02-2010,Rajshahi Kings,Dhaka Dominators,Rajshahi Kings,field,normal,0,Rajshahi Kings,27,0,Mahmudullah,Zahur Ahmed Chowdhury Stadium,Gazi Sohel,Tanvir Ahmed
634,BPL-2025,Khulna,26-10-2010,Rangpur Riders,Dhaka Dominators,Dhaka Dominators,bat,normal,0,Dhaka Dominators,0,9,Mahmudullah,Sheikh Abu Naser Stadium,Gazi Sohel,Sharfuddoula
635,BPL-2025,Sylhet,28-09-2010,Chattogram Challengers,Rajshahi Kings,Chattogram Challengers,bat,normal,0,Chattogram Challengers,0,7,Chris Gayle,Sylhet International Cricket Stadium,Tanvir Ahmed,Mahfuzur Rahman
636,BPL-2025,Chattogram,03-01-2010,Khulna Tigers,Chattogram Challengers,Khulna Tigers,field,normal,0,Chattogram Challengers,0,5,Afif Hossain,Zahur Ahmed Chowdhury Stadium,Masudur Rahman,Sharfuddoula
637,BPL-2025,Sylhet,21-09-2010,Sylhet Strikers,Chattogram Challengers,Sylhet Strikers,bat,normal,0,Sylhet Strikers,24,0,Colin Munro,Sylhet International Cricket Stadium,Masudur Rahman,Mahfuzur Rahman
638,BPL-2025,Dhaka,10-11-2010,Rangpur Riders,Rajshahi Kings,Rajshahi Kings,field,normal,0,Rangpur Riders,4,0,Mohammad Nabi,Shere Bangla National Stadium,Mahfuzur Rahman,Gazi Sohel
639,BPL-2025,Sylhet,24-06-2010,Comilla Victorians,Dhaka Dominators,Comilla Victorians,bat,normal,0,Dhaka Dominators,0,6,Mahmudullah,Sylhet International Cricket Stadium,Mahfuzur Rahman,Gazi Sohel
640,BPL-2025,Khulna,07-02-2010,Chattogram Challengers,Dhaka Dominators,Chattogram Challengers,bat,normal,0,Chattogram Challengers,19,0,Mehidy Hasan,Sheikh Abu Naser Stadium,Tanvir Ahmed,Sharfuddoula
